,Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors,Title_Language,Leaflet_Language,Opmerking
1596,1911-1912 Vlaamse Opera_00109-20211216_161736.jpg,1911-1912,Martha,1911-12-28,,False,571840,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1911-1912,Henry Fontaine,Unk,,
1597,1911-1912 Vlaamse Opera_00111-20211216_161800.jpg,1911-1912,Zigeunerliefde,1911-12-30,,False,206070,Zigeunerliefde,DUI,Franz Lehár,1910,Zigeunerliebe,operetta,1911-1912,Henry Fontaine,NL,,
1598,1911-1912 Vlaamse Opera_00113-20211216_161827.jpg,1911-1912,Jean-Marie,1911-12-31,,False,501915,Jean-Marie,?,W. Verbeeck,?,Jean-Marie,drama,1911-1912,Henry Fontaine,Unk,,
1599,1911-1912 Vlaamse Opera_00113-20211216_161827.jpg,1911-1912,Tannhauser,1911-12-31,,False,655499,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1911-1912,Henry Fontaine,Unk,,
1600,1911-1912 Vlaamse Opera_00115-20211216_161851.jpg,1911-1912,De Lustige Boer,1912-01-01,,False,471203,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1911-1912,Henry Fontaine,NL,,
1601,1911-1912 Vlaamse Opera_00117-20211216_161921.jpg,1911-1912,Liefdelied,1912-01-06,gala,False,254119,Liefdelied,NL,Jan Blockx,1908,Liefdelied,operette,1911-1912,Henry Fontaine,NL,,
1602,1911-1912 Vlaamse Opera_00119-20211216_161941.jpg,1911-1912,Orpheus,1912-01-07,,False,751969,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1911-1912,Henry Fontaine,NL,,
1603,1911-1912 Vlaamse Opera_00119-20211216_161941.jpg,1911-1912,Zigeunerliefde,1912-01-07,,False,738061,Zigeunerliefde,DUI,Franz Lehár,1910,Zigeunerliebe,operetta,1911-1912,Henry Fontaine,NL,,
1604,1911-1912 Vlaamse Opera_00121-20211216_162000.jpg,1911-1912,Liefdelied,1912-01-11,,False,229752,Liefdelied,NL,Jan Blockx,1908,Liefdelied,operette,1911-1912,Henry Fontaine,NL,,
1605,1911-1912 Vlaamse Opera_00123-20211216_162021.jpg,1911-1912,Zigeunerliefde,1912-01-13,,False,404004,Zigeunerliefde,DUI,Franz Lehár,1910,Zigeunerliebe,operetta,1911-1912,Henry Fontaine,NL,,
1606,1911-1912 Vlaamse Opera_00125-20211216_162041.jpg,1911-1912,De Lustige Boer,1912-01-14,,False,539919,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1911-1912,Henry Fontaine,NL,,
1607,1911-1912 Vlaamse Opera_00127-20211216_162111.jpg,1911-1912,Liefdelied,1912-01-14,,False,210027,Liefdelied,NL,Jan Blockx,1908,Liefdelied,operette,1911-1912,Henry Fontaine,NL,,
1608,1911-1912 Vlaamse Opera_00133-20211216_162303.jpg,1911-1912,Tannhäuser,1912-01-16,gala,False,297521,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1911-1912,Henry Fontaine,Unk,,
1609,1911-1912 Vlaamse Opera_00139-20211216_162518.jpg,1911-1912,Liefdelied,1912-01-21,Volgens de nota van Verbruggen is deze vertoning afgelast vanwege dienstweigering van spelek H. J. Van Kuyck,False,761918,Liefdelied,NL,Jan Blockx,1908,Liefdelied,operette,1911-1912,Henry Fontaine,NL,,
1610,1911-1912 Vlaamse Opera_00141-20211216_162604.jpg,1911-1912,Hoffmann's Vertellingenen,1912-01-25,gala,False,276639,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL,,
1611,1911-1912 Vlaamse Opera_00143-20211216_162649.jpg,1911-1912,Christ'l,1912-01-27,,False,553075,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1911-1912,Henry Fontaine,Unk,,
1612,1911-1912 Vlaamse Opera_00145-20211216_162729.jpg,1911-1912,Hoffmann's Vertellingenen,1912-01-28,,False,970855,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL,,
1613,1911-1912 Vlaamse Opera_00147-20211216_162805.jpg,1911-1912,Orpheus,1912-01-30,,False,752419,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1911-1912,Henry Fontaine,NL,,
1614,1911-1912 Vlaamse Opera_00149-20211216_162837.jpg,1911-1912,Zigeunerliefde,1912-02-01,,False,701502,Zigeunerliefde,DUI,Franz Lehár,1910,Zigeunerliebe,operetta,1911-1912,Henry Fontaine,NL,,
1615,1911-1912 Vlaamse Opera_00151-20211216_162918.jpg,1911-1912,Hoffmann's Vertellingenen,1912-02-03,,False,506952,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL,,
1616,1911-1912 Vlaamse Opera_00153-20211216_162943.jpg,1911-1912,Herbergprinses,1912-02-04,,False,626880,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1911-1912,Henry Fontaine,NL,,
1617,1911-1912 Vlaamse Opera_00153-20211216_162943.jpg,1911-1912,Het Minnebrugje,1912-02-04,,False,841513,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1911-1912,Henry Fontaine,NL,,
1618,1911-1912 Vlaamse Opera_00155-20211216_163006.jpg,1911-1912,Hoffmann's Vertellingenen,1912-02-08,,False,225496,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL,,
1619,1911-1912 Vlaamse Opera_00157-20211216_163037.jpg,1911-1912,De Lustige Boer,1912-02-10,,False,635063,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1911-1912,Henry Fontaine,NL,,
1620,1911-1912 Vlaamse Opera_00159-20211216_163112.jpg,1911-1912,Rozemarijntje,1912-02-11,,False,764466,Het Rozemarijntje,NL,Arthur Van Oost,1907,Rozemarijntje,zangspel,1911-1912,Henry Fontaine,NL,,
1621,1911-1912 Vlaamse Opera_00161-20211216_163137.jpg,1911-1912,Orpheus,1912-02-11,,False,967555,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1911-1912,Henry Fontaine,NL,,
1622,1911-1912 Vlaamse Opera_00161-20211216_163137.jpg,1911-1912,Winternachtsdroom,1912-02-11,,False,885628,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1911-1912,Henry Fontaine,NL,,
1623,1911-1912 Vlaamse Opera_00163-20211216_163158.jpg,1911-1912,Hoffmann's Vertellingenen,1912-02-15,,False,776011,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL,,
1624,1911-1912 Vlaamse Opera_00165-20211216_163216.jpg,1911-1912,Martha,1912-02-17,,False,859757,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1911-1912,Henry Fontaine,Unk,,
1625,1911-1912 Vlaamse Opera_00167-20211216_163236.jpg,1911-1912,Winternachtsdroom,1912-02-18,,False,814201,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1911-1912,Henry Fontaine,NL,,
1626,1911-1912 Vlaamse Opera_00167-20211216_163236.jpg,1911-1912,Othello,1912-02-18,,False,216076,Othello,TSJ,Antonín Dvořák,1891,Othello,opera seria,1911-1912,Henry Fontaine,Unk,,
1627,1911-1912 Vlaamse Opera_00169-20211216_163256.jpg,1911-1912,Herberprinses,1912-02-19,,False,183295,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1911-1912,Henry Fontaine,NL,,
1628,1911-1912 Vlaamse Opera_00169-20211216_163256.jpg,1911-1912,Het Minnebrugje,1912-02-19,,False,506476,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1911-1912,Henry Fontaine,NL,,
1629,1911-1912 Vlaamse Opera_00171-20211216_163316.jpg,1911-1912,Jean-Marie,1912-02-20,,False,751045,Jean-Marie,?,W. Verbeeck,?,Jean-Marie,drama,1911-1912,Henry Fontaine,Unk,,
1630,1911-1912 Vlaamse Opera_00171-20211216_163316.jpg,1911-1912,Hoffmann's Vertellingenen,1912-02-20,,False,867822,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL,,
1631,1911-1912 Vlaamse Opera_00173-20211216_163338.jpg,1911-1912,De Lustige Boer,1912-02-24,,False,146334,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1911-1912,Henry Fontaine,NL,,
1632,1911-1912 Vlaamse Opera_00175-20211216_163357.jpg,1911-1912,Jean-Marie,1912-02-25,,False,796386,Jean-Marie,?,W. Verbeeck,?,Jean-Marie,drama,1911-1912,Henry Fontaine,Unk,,
1633,1911-1912 Vlaamse Opera_00175-20211216_163357.jpg,1911-1912,Hoffmann's Vertellingenen,1912-02-25,,False,362668,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL,,
1634,1911-1912 Vlaamse Opera_00177-20211216_163411.jpg,1911-1912,Herbergprinses,1912-02-27,,False,755594,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1911-1912,Henry Fontaine,NL,,
1635,1911-1912 Vlaamse Opera_00179-20211216_163434.jpg,1911-1912,Hoffmann's Vertellingenen,1912-02-29,,False,809148,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL,,
1636,1911-1912 Vlaamse Opera_00181-20211216_163453.jpg,1911-1912,Orpheus,1912-03-02,,False,613332,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1911-1912,Henry Fontaine,NL,,
1637,1911-1912 Vlaamse Opera_00183-20211216_163509.jpg,1911-1912,Othello,1912-03-03,,False,728688,Othello,TSJ,Antonín Dvořák,1891,Othello,opera seria,1911-1912,Henry Fontaine,Unk,,
1638,1911-1912 Vlaamse Opera_00185-20211216_163527.jpg,1911-1912,EdeniÃ«,1912-03-07,"gala, eerste opvoering",False,971799,EdeniÃ«,FR,Léon du Bois,1912,Edénie,lyrisch drama,1911-1912,Henry Fontaine,Unk,,
1639,1911-1912 Vlaamse Opera_00187-20211216_163543.jpg,1911-1912,Hoffmann's Vertellingenen,1912-03-09,,False,755312,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL,,
1640,1911-1912 Vlaamse Opera_00189-20211216_163602.jpg,1911-1912,Orpheus,1912-03-10,,False,436896,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1911-1912,Henry Fontaine,NL,,
1641,1911-1912 Vlaamse Opera_00189-20211216_163602.jpg,1911-1912,Zigeunerliefde,1912-03-10,,False,982574,Zigeunerliefde,DUI,Franz Lehár,1910,Zigeunerliebe,operetta,1911-1912,Henry Fontaine,NL,,
1642,1911-1912 Vlaamse Opera_00191-20211216_163618.jpg,1911-1912,Hoffmann's Vertellingenen,1912-03-12,,False,832696,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL,,
1643,1911-1912 Vlaamse Opera_00193-20211216_163634.jpg,1911-1912,EdeniÃ«,1912-03-14,,False,914116,EdeniÃ«,FR,Léon du Bois,1912,Edénie,lyrisch drama,1911-1912,Henry Fontaine,Unk,,
1644,1911-1912 Vlaamse Opera_00195-20211216_163650.jpg,1911-1912,De Lustige Boer,1912-03-16,,False,445990,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1911-1912,Henry Fontaine,NL,,
1645,1911-1912 Vlaamse Opera_00197-20211216_163705.jpg,1911-1912,EdeniÃ«,1912-03-17,,False,438296,EdeniÃ«,FR,Léon du Bois,1912,Edénie,lyrisch drama,1911-1912,Henry Fontaine,Unk,,
1646,1911-1912 Vlaamse Opera_00199-20211216_163722.jpg,1911-1912,De Bruid der Zee,1912-03-21,,False,110335,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1911-1912,Henry Fontaine,NL,,
1647,1911-1912 Vlaamse Opera_00201-20211216_163737.jpg,1911-1912,Tannhauser,1912-03-23,Feestavond,False,153297,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1911-1912,Henry Fontaine,Unk,,
1648,1911-1912 Vlaamse Opera_00203-20211216_163751.jpg,1911-1912,De Bruid der Zee,1912-03-24,,False,735664,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1911-1912,Henry Fontaine,NL,,
1649,1911-1912 Vlaamse Opera_00203-20211216_163751.jpg,1911-1912,Zigeunerliefde,1912-03-24,,False,422941,Zigeunerliefde,DUI,Franz Lehár,1910,Zigeunerliebe,operetta,1911-1912,Henry Fontaine,NL,,
1650,1911-1912 Vlaamse Opera_00205-20211216_163811.jpg,1911-1912,Othello,1911-03-26,,False,509412,Othello,TSJ,Antonín Dvořák,1891,Othello,opera seria,1910-1911,Henry Fontaine,Unk,,
1651,1911-1912 Vlaamse Opera_00207-20211216_163825.jpg,1911-1912,EdeniÃ«,1912-03-28,,False,404707,EdeniÃ«,FR,Léon du Bois,1912,Edénie,lyrisch drama,1911-1912,Henry Fontaine,Unk,,
1652,1911-1912 Vlaamse Opera_00209-20211216_163840.jpg,1911-1912,Hoffmann's Vertellingenen,1912-03-30,,False,158164,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL,,
1653,1911-1912 Vlaamse Opera_00212-20211216_163920.jpg,1911-1912,Het Minnebrugje,1912-03-31,Sluiting van het Toneeljaar,False,450177,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1911-1912,Henry Fontaine,NL,,
1654,1911-1912 Vlaamse Opera_00212-20211216_163920.jpg,1911-1912,Tannhauser,1912-03-31,Sluiting van het Toneeljaar,False,756909,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1911-1912,Henry Fontaine,Unk,,
1655,1912-1913_00005-20220207_133529.jpg,1912-1913,Liefdelied,1912-10-03,gala,False,304191,Liefdelied,NL,Jan Blockx,1908,Liefdelied,operette,1912-1913,Henry Fontaine,NL,,
1656,1912-1913_00007-20220207_133539.jpg,1912-1913,Het Meisje van Berne,1912-10-05,"gala, eerste opvoering van 'Het Meisje van Berne'",False,716189,Het Meisje van Berne,FR,Émile Mathieu,?,?,komisch zangspel,1912-1913,Henry Fontaine,NL,,
1657,1912-1913_00007-20220207_133539.jpg,1912-1913,Orpheus,1912-10-05,"gala, eerste opvoering van 'Het Meisje van Berne'",False,859203,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL,,
1658,1912-1913_00009-20220207_133552.jpg,1912-1913,Liefdelied,1912-10-06,,False,192696,Liefdelied,NL,Jan Blockx,1908,Liefdelied,operette,1912-1913,Henry Fontaine,NL,,
1659,1912-1913_00011-20220207_133612.jpg,1912-1913,Orpheus,1912-10-10,,False,981484,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL,,
1660,1912-1913_00013-20220207_133624.jpg,1912-1913,De Lustige Boer,1912-10-12,,False,167621,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL,,
1661,1912-1913_00015-20220207_133641.jpg,1912-1913,De Tempeliers,1912-10-13,"gala, eerste vertoning",False,415314,De Tempeliers,FR,Henry Charles Litolff,1886,Les templiers,?,1912-1913,Henry Fontaine,NL,,
1662,1912-1913_00017-20220207_133656.jpg,1912-1913,De Tempeliers,1912-10-17,,False,649933,De Tempeliers,FR,Henry Charles Litolff,1886,Les templiers,?,1912-1913,Henry Fontaine,NL,,
1663,1912-1913_00019-20220207_133709.jpg,1912-1913,De Tempeliers,1912-10-19,,False,378491,De Tempeliers,FR,Henry Charles Litolff,1886,Les templiers,?,1912-1913,Henry Fontaine,NL,,
1664,1912-1913_00021-20220207_133724.jpg,1912-1913,De Lustige Boer,1912-10-20,,False,715805,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL,,
1665,1912-1913_00023-20220207_133737.jpg,1912-1913,Pinksternacht,1912-10-26,,False,916886,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1912-1913,Henry Fontaine,NL,,
1666,1912-1913_00023-20220207_133737.jpg,1912-1913,Koning Reinout's Dood,1912-10-26,,False,901237,Koning Reinout's Dood,?,Louis Delune,?,?,dramatische legende,1912-1913,Henry Fontaine,NL,,
1667,1912-1913_00025-20220207_133756.jpg,1912-1913,De Lustige Boer,1912-10-27,,False,447730,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL,,
1668,1912-1913_00027-20220207_133807.jpg,1912-1913,Lorenzo Murano,1912-10-31,"gala, eerste opvoering",False,576848,Lorenzo Murano,NL,Potjes Edward,1912,Lorenzo Murano,muziekdrama,1912-1913,Henry Fontaine,Unk,,
1669,1912-1913_00029-20220207_133818.jpg,1912-1913,Koning Reinout's Dood,1912-11-01,,False,465785,Koning Reinout's Dood,?,Louis Delune,?,?,dramatische legende,1912-1913,Henry Fontaine,NL,,
1670,1912-1913_00029-20220207_133818.jpg,1912-1913,De Lustige Boer,1912-11-01,,False,221689,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL,,
1671,1912-1913_00031-20220207_133829.jpg,1912-1913,Pinksternacht,1912-11-03,,False,194151,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1912-1913,Henry Fontaine,NL,,
1672,1912-1913_00031-20220207_133829.jpg,1912-1913,Lorenzo Murano,1912-11-03,,False,293776,Lorenzo Murano,NL,Potjes Edward,1912,Lorenzo Murano,muziekdrama,1912-1913,Henry Fontaine,Unk,,
1673,1912-1913_00033-20220207_133838.jpg,1912-1913,De Bruid der Zee,1912-11-07,,False,550612,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1912-1913,Henry Fontaine,NL,,
1674,1912-1913_00035-20220207_133850.jpg,1912-1913,De Tempeliers,1912-11-09,,False,742948,De Tempeliers,FR,Henry Charles Litolff,1886,Les templiers,?,1912-1913,Henry Fontaine,NL,,
1675,1912-1913_00037-20220207_133903.jpg,1912-1913,Orpheus,1912-11-10,,False,267281,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL,,
1676,1912-1913_00037-20220207_133903.jpg,1912-1913,De Lustige Boer,1912-11-10,,False,295091,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL,,
1677,1912-1913_00039-20220207_133916.jpg,1912-1913,De Lustige Boer,1912-11-12,,False,419916,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL,,
1678,1912-1913_00041-20220207_133930.jpg,1912-1913,Alpenlied,1912-11-14,"gala, eerste opvoering",False,221783,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL,,
1679,1912-1913_00043-20220207_133944.jpg,1912-1913,Alpenlied,1912-11-16,,False,703639,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL,,
1680,1912-1913_00045-20220207_134001.jpg,1912-1913,Koning Reinout's Dood,1912-11-17,,False,972419,Koning Reinout's Dood,?,Louis Delune,?,?,dramatische legende,1912-1913,Henry Fontaine,NL,,
1681,1912-1913_00045-20220207_134001.jpg,1912-1913,De Bruid der Zee,1912-11-17,,False,231676,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1912-1913,Henry Fontaine,NL,,
1682,1912-1913_00047-20220207_134015.jpg,1912-1913,De Tempeliers,1912-11-19,,False,506417,De Tempeliers,FR,Henry Charles Litolff,1886,Les templiers,?,1912-1913,Henry Fontaine,NL,,
1683,1912-1913_00049-20220207_134031.jpg,1912-1913,Alpenlied,1912-11-21,,False,690580,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL,,
1684,1912-1913_00051-20220207_134044.jpg,1912-1913,De Lustige Boer,1912-11-23,,False,605447,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL,,
1685,1912-1913_00053-20220207_134056.jpg,1912-1913,Orpheus,1912-11-24,,False,618946,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL,,
1686,1912-1913_00053-20220207_134056.jpg,1912-1913,Alpenlied,1912-11-24,,False,761562,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL,,
1687,1912-1913_00055-20220207_134107.jpg,1912-1913,Orpheus,1912-11-26,,False,711617,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL,,
1688,1912-1913_00057-20220207_134118.jpg,1912-1913,Studentenliefde,1912-12-01,,False,432720,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL,,
1689,1912-1913_00059-20220207_134128.jpg,1912-1913,De Lustige Boer,1912-12-05,,False,651585,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL,,
1690,1912-1913_00061-20220207_134141.jpg,1912-1913,Studentenliefde,1912-12-07,,False,656194,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL,,
1691,1912-1913_00063-20220207_134156.jpg,1912-1913,Studentenliefde,1912-12-08,,False,107432,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL,,
1692,1912-1913_00065-20220207_134210.jpg,1912-1913,Hoffmann's Vertellingenen,1912-12-08,,False,578504,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1912-1913,Henry Fontaine,NL,,
1693,1912-1913_00067-20220207_134222.jpg,1912-1913,Lohengrin,1912-12-10,Jubileum-vertooning Ernest van Dyck,False,434304,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1912-1913,Henry Fontaine,Unk,,
1694,1912-1913_00067-20220207_134222.jpg,1912-1913,Tannhauser,1912-12-10,Jubileum-vertooning Ernest van Dyck,False,969384,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1912-1913,Henry Fontaine,Unk,,
1695,1912-1913_00069-20220207_134242.jpg,1912-1913,Hoffmann's Vertellingenen,1912-12-12,,False,115917,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1912-1913,Henry Fontaine,NL,,
1696,1912-1913_00071-20220207_134257.jpg,1912-1913,Studentenliefde,1912-12-14,,False,968135,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL,,
1697,1912-1913_00073-20220207_134306.jpg,1912-1913,Hoffmann's Vertellingenen,1912-12-15,,False,526011,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1912-1913,Henry Fontaine,NL,,
1698,1912-1913_00075-20220207_134314.jpg,1912-1913,De Bruid der Zee,1912-12-17,,False,847460,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1912-1913,Henry Fontaine,NL,,
1699,1912-1913_00077-20220207_134322.jpg,1912-1913,Lorenzo Murano,1912-12-19,,False,472024,Lorenzo Murano,NL,Potjes Edward,1912,Lorenzo Murano,muziekdrama,1912-1913,Henry Fontaine,Unk,,
1700,1912-1913_00079-20220207_134336.jpg,1912-1913,Christ'l,1912-12-21,,False,617572,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1912-1913,Henry Fontaine,Unk,,
1701,1912-1913_00081-20220207_134345.jpg,1912-1913,Martha,1912-12-22,,False,898855,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1912-1913,Henry Fontaine,Unk,,
1702,1912-1913_00083-20220207_134359.jpg,1912-1913,Martha,1912-12-25,,False,733735,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1912-1913,Henry Fontaine,Unk,,
1703,1912-1913_00085-20220207_134411.jpg,1912-1913,Christ'l,1912-12-26,,False,660901,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1912-1913,Henry Fontaine,Unk,,
